Pole QRS,Max,Min,R,QRSend-QRSonset,QR,RS,typ pobudzenia
0.0163785371971238,0.930861538634884,0.930861538634884,0.459195556099500,24,0.0390851148814069,2.34537349254043,/
0.0184364640418602,1.05990646286328,1.05990646286328,0.291073458452342,18,0.194752187821981,0.0820427617781701,/
0.0192233777247604,0.993512856266113,0.993512856266113,0.202450412797968,18,0.0395254845094665,0.284979365609733,/
0.0161845916199142,1.00746770546022,1.00746770546022,0.592738332790794,13,0.0571423363491441,0.722608087047568,/
0.0167370680384095,1.00992184162376,1.00992184162376,0.261806661788340,13,0.0179053646044107,2.42988700124331,/
0.0177327743486899,1.05552877292813,1.05552877292813,0.215754512911606,18,0.0953966039722116,0.0398295287939268,/
0.0177827227997194,1.07989885186511,1.07989885186511,0.410195787044213,18,0.115652305236307,2.62722149842403,/
0.0176134311373055,1.04065062931696,1.04065062931696,0.271371093844785,19,0.0425552980220383,0.241819502203987,/
0.0151425743111556,0.924496067278095,0.924496067278095,0.322509319291009,13,0.0567349414411234,0.334522473181131,/
0.0150208677667109,0.913690190680044,0.913690190680044,0.269720839661168,14,0.0816754694036136,0.227067926339270,/
0.0165249211669085,1.04909906670656,1.04909906670656,0.297454319923000,13,0.112282261614313,0.180009941992495,/
0.0189259962237872,0.959325292910836,0.959325292910836,0.212559580200363,18,0.105490039205531,0.277525947740404,/
0.0150768741666400,0.950845966544401,0.950845966544401,0.313863157866966,13,0.0186588203891494,2.41112332954095,/
0.0162519980940707,1.00617130858206,1.00617130858206,0.566792733196276,13,0.0763255508687757,0.703073235450326,/
0.0153908539456644,0.950336556803854,0.950336556803854,0.391535231777640,13,0.0659772454980926,0.497322478612392,/
0.0150230614444678,0.905617965241342,0.905617965241342,0.392223256711465,13,0.0254071377999815,2.40056924808240,/
0.0189733008528143,0.870142398873633,0.870142398873633,0.216961879172105,18,0.0283654239434591,0.304902962474923,/
0.0213391015916131,1.01233624987839,1.01233624987839,0.214777608328108,19,0.0589158135652762,0.192693119859411,/
0.0182793526258694,1.09021882975783,1.09021882975783,0.314580426611355,19,0.0831593833358759,0.316963511958823,/
0.0159722246690263,0.974341116645421,0.974341116645421,0.371752632664090,13,0.0880838581135564,0.403303301759734,/
0.0161403426607804,0.963532982675200,0.963532982675200,0.251263845191842,13,0.0194310272229475,2.37462605117081,/
0.0149639994147794,0.961619311996774,0.961619311996774,0.350550387897814,13,0.0567069968441661,2.60079853483557,/
0.0162478787235297,0.990530682126035,0.990530682126035,0.291552676883520,14,0.0342117866384560,0.277676623988105,/
0.0160510980121279,0.931067959093578,0.931067959093578,0.219589360338141,13,0.0141660454652104,2.11188770760793,/
0.0149578004770824,0.954807014535110,0.954807014535110,0.271981866794096,13,0.0375112335920229,0.145883629999589,/
0.0158604343122539,0.919251254333194,0.919251254333194,0.260083317626819,13,0.0180812663490738,2.30062495759304,/
0.0168739774555313,1.01675161686027,1.01675161686027,0.351089895727586,14,0.0271936343536924,2.84586240806405,/
0.0206901221924160,0.936209434514566,0.936209434514566,0.198411347205028,19,0.0413368526332233,0.234088095358795,/
0.0134724275305291,0.868085381485604,0.868085381485604,0.207137972313961,13,0.0511503108718553,2.43708032209976,/
0.0141264090883187,0.904761419925651,0.904761419925651,0.258211748738291,13,0.0667407970942309,0.143263687305275,/
0.0160495410777110,1.04520849662334,1.04520849662334,0.329420253568582,12,0.0340196265935101,2.59828272743822,/
0.0150967413388869,0.967717634851206,0.967717634851206,0.556511979097572,14,0.0118987909918406,2.33715600327180,/
0.0148452743384808,0.938540308835338,0.938540308835338,0.442727725859014,13,0.105794558208186,0.609166775724358,/
0.0192449049405207,0.940429350433064,0.940429350433064,0.190279474608009,19,0.0988263706462358,0.272099397835962,/
0.0147206149537033,0.883861252054704,0.883861252054704,0.487915146370449,14,0.0221471660152123,2.14614093184026,/
0.0148632381198934,0.879182694223991,0.879182694223991,0.256146340609371,14,0.0239989036617500,2.47720662355650,/
0.0136987440887187,0.836822023460273,0.836822023460273,0.317807348766560,14,0.0285753944548643,0.345078267378494,/
0.0136348643690010,0.841354347996747,0.841354347996747,0.347779499917527,13,0.0666268627142811,2.36641963748819,/
0.0151831112324988,0.932767783535464,0.932767783535464,0.172173931799181,13,0.0505144969656243,2.43657247466833,/
0.0187866667426005,0.915419683400815,0.915419683400815,0.205607753549911,23,0.150057420689368,0.142610217677565,/
0.0162086804711787,0.983456791876917,0.983456791876917,0.543988915193335,13,0.00885074770097073,2.32807724706053,/
0.0148624449853788,0.953768459167962,0.953768459167962,0.367727429521822,13,0.0271336040145298,2.55107700264401,/
0.0170631918083979,1.02133812567171,1.02133812567171,0.413642320156614,14,0.0330942024330011,2.93729087701639,/
0.0204521645686380,0.996933900494506,0.996933900494506,0.227357617647419,19,0.0489456731841457,0.163720329332642,/
0.0129362254921019,0.932147929387293,0.932147929387293,0.223829836704732,12,0.361783286064194,0.391834016745057,/
0.0156770276598212,0.986220675204076,0.986220675204076,0.327685650931767,13,0.0784872844338459,0.361872694442984,/
0.0158014514774529,0.976527065180710,0.976527065180710,0.404735326448727,13,0.0652210480289291,0.516995227961606,/
0.0162181817637583,0.985394401128239,0.985394401128239,0.351301457519002,13,0.0790081432583412,0.359267690196436,/
0.0211339297976583,1.01637749419435,1.01637749419435,0.224956968421593,19,0.0277946684335069,0.156559135662300,/
0.0169496484148708,1.02590091888059,1.02590091888059,0.245347129606252,13,0.0364137921487711,2.57402460538332,/
0.0147264774405784,0.935134086496439,0.935134086496439,0.191615200560774,13,0.0458267256269937,2.45612394210457,/
0.0154237694856932,0.926480883097101,0.926480883097101,0.145460903352145,13,0.0353110244209019,2.02620756338749,/
0.0198162388055005,0.837097756303086,0.837097756303086,0.219491149953273,19,0.0576937672875936,0.503550938522250,/
0.0163854107578079,1.00218193386339,1.00218193386339,0.237301618462351,18,0.0542174169429349,2.52400359327755,/
0.0175594201080074,1.04467568331191,1.04467568331191,0.417097799961318,14,0.0189245953642360,2.87951032909932,/
0.0200048150350473,0.969086491730691,0.969086491730691,0.209454786441878,24,0.113900660827383,0.242840156823188,/
0.0157380852069119,0.966428390557960,0.966428390557960,0.239139866906621,18,0.147219179314504,0.0559824544574336,/
0.0148162430915950,0.899321745044997,0.899321745044997,0.395915866992659,13,0.0460259877383207,2.36826881900035,/
0.0163077102910274,0.954185398886633,0.954185398886633,0.264994649633145,14,0.0111739281417216,2.62561046386919,/
0.0124857552724243,0.895283454936161,0.895283454936161,0.214872047615792,12,0.403028375753960,0.369610790617053,/
0.0143225458025184,0.877398739531797,0.877398739531797,0.423085385737990,13,0.158730611954605,0.533069956235415,/
0.0158487623135807,0.976402997208057,0.976402997208057,0.398293985883883,13,0.260285639337030,0.469936446591192,/
0.0179025517357307,1.07967975809263,1.07967975809263,0.387601188976373,19,0.0442371805388770,0.432042163180326,/
0.0159119919327827,0.982544449414412,0.982544449414412,0.336478301586867,13,0.0553681672826449,0.385819831884077,/
0.0214060662020813,0.979958353836218,0.979958353836218,0.244897579065302,19,0.0320103017419268,0.287135012160658,/
0.0150114600586376,0.938605623610528,0.938605623610528,0.249230109698016,13,0.0466213104010596,2.64297119295718,/
0.0162052966954844,0.973621645660859,0.973621645660859,0.477284394660444,13,0.0904846518977834,0.589385613431120,/
0.0201732541380067,0.942426760203800,0.942426760203800,0.223470056662481,18,0.0810101218140635,0.322878507515311,/
0.0152450482707830,0.932119450364492,0.932119450364492,0.516973238700607,14,0.147054267309695,0.894435339682372,/
0.0167489472568273,1.02909637061871,1.02909637061871,0.243870501773028,13,0.0434980789691706,2.66740680467184,/
0.0188185650545332,1.05000703462097,1.05000703462097,0.368770355654440,20,0.0426853015962835,2.78416637560935,/
0.0160098569555208,0.954199224622920,0.954199224622920,0.227530255282966,13,0.0359905882526473,2.44784359439275,/
0.0170182571409162,0.984691633671575,0.984691633671575,0.426177146489060,19,0.0257554441927932,2.45192125982756,/
0.0174188035164017,1.08943042888696,1.08943042888696,0.373188685975783,13,0.0453226398674730,2.77784274613819,/
0.0210229239061096,0.978340020345026,0.978340020345026,0.214068097495357,18,0.0353943481927870,0.339808624769636,/
0.0209208480827322,0.946521828416882,0.946521828416882,0.200345686515110,20,0.0642481397734776,0.269239572100096,/
0.0160685897495069,0.982890506027311,0.982890506027311,0.210855156974125,13,0.0295534832786027,2.44363015252169,/
0.0175946584246271,1.01105643705711,1.01105643705711,0.231820818383472,13,0.0414039467613923,2.46430623808007,/
0.0188634078463720,0.933933306643094,0.933933306643094,0.215806387383362,18,0.171161072151390,0.327750314194507,/
0.0143971185158790,0.877962079819587,0.877962079819587,0.394059768576750,13,0.0860254855190396,0.493212022925577,/
0.0202521228797533,0.953386478152384,0.953386478152384,0.241839344399706,19,0.0598179088483484,0.202087173864244,/
0.0159036301809014,0.938378381816807,0.938378381816807,0.276884167440783,14,0.0430014663390398,2.67480342768346,/
0.0158541430063340,0.979315242117775,0.979315242117775,0.304420247111467,14,0.0323163887984279,2.83156278881821,/
0.0174887951129600,1.02215355262468,1.02215355262468,0.418848100074687,13,0.0949183686347541,0.435008360442733,/
0.0165527806546933,0.981168064600028,0.981168064600028,0.241825136160398,13,0.0469985430423179,2.51201771135933,/
0.0200365325270953,0.986403936977377,0.986403936977377,0.181516527021724,24,0.121291602541758,0.261056831162245,/
0.0215306630537398,1.08237752867375,1.08237752867375,0.210378787256182,18,0.0433781461295683,0.196854894628239,/
0.0173162535014458,1.03152473245495,1.03152473245495,0.513019921219465,13,0.148472899339915,0.608251227401800,/
0.0165060819711243,0.983811548798193,0.983811548798193,0.430482163898453,18,0.123986163732673,0.541091817212960,/
0.0172175443008853,1.05513317393198,1.05513317393198,0.489714534271491,13,0.0445425170636165,2.72648083587597,/
0.0175472273967024,1.06543801139703,1.06543801139703,0.363269204563148,13,0.0943053358540329,0.423993074807275,/
0.0210084655154709,0.938919927106055,0.938919927106055,0.246486169186730,25,0.211301766953222,0.210796081145536,/
0.0138959414138360,0.827943886629904,0.827943886629904,0.393412651607295,13,0.0689071126484490,0.463891463953696,f
0.0164183667167349,0.950805470563935,0.950805470563935,0.324857708123319,14,0.0440799493545481,2.64182025374784,f
0.0178104815070825,1.02774476241568,1.02774476241568,0.271736055024259,18,0.560670360822778,0.566705739892845,f
0.0144397576203946,0.908683144241624,0.908683144241624,0.421655437245180,35,0.579843003112464,4.43082113740740,f
0.0161105532025063,1.16017842198664,1.16017842198664,0.706449340413615,33,0.355670298891495,1.19142945802841,f
0.0267351656604021,1.27386893949116,1.27386893949116,0.993730405462189,49,0.0609817872327197,6.12647823018920,f
0.00890914195531969,0.462568761563260,0.462568761563260,0.432692776358572,37,0.142317476651357,0.346201618611590,N
0.0169420369333625,0.603629059559189,0.603629059559189,0.585793644868020,36,0.217701614062322,0.342958192843547,N
0.0103390787556343,0.484300184371778,0.484300184371778,0.484300184371778,17,0.0722497492126209,0.0687927122149556,/
0.00859727618436580,0.559773763931139,0.559773763931139,0.517636121230140,44,0.0535942531118618,0.903778163367638,/
0.0145432560923883,0.605268653633286,0.605268653633286,0.603532608942530,36,0.0649311311008376,0.0556860957443066,/
0.0146369828276104,0.604394943932449,0.604394943932449,0.604394943932449,41,0.109044651704368,0.130176116148317,/
0.0104446881742045,0.602450516068816,0.602450516068816,0.582082652236551,43,0.0494730954229956,0.493353801696208,/
0.0148249475151488,0.581403148946318,0.581403148946318,0.571547051870540,42,0.0538558423257739,0.225281180509458,/
0.00754408794441509,0.477591609417756,0.477591609417756,0.475948778923004,38,0.0676088923732550,0.0742260332342987,/
0.0126476734043400,0.597722464515775,0.597722464515775,0.597722464515775,36,0.0496934607517313,0.0804213207947629,/
0.0142752442098666,0.585820064302546,0.585820064302546,0.570635603588024,35,0.0659663788112899,0.293292493362946,/
0.0107499389814453,0.531450611145042,0.531450611145042,0.529316722785008,37,0.171884689449469,0.0735585634162963,/
0.0133481867892084,0.563993784246672,0.563993784246672,0.539522434738599,43,0.154899733819218,0.515298175316135,/
0.0159511631506418,0.594046378542937,0.594046378542937,0.555716661404235,42,0.0611164618753601,0.691744300997326,/
0.00857818089355195,0.534321624273626,0.534321624273626,0.506598026668932,43,0.0931093112598445,0.696560260103943,/
0.0304995217783322,0.510913085520392,0.510913085520392,-0.760386265254825,66,0.132599598710157,0.595631393852657,/
0.0204221569103259,0.982690209696346,0.982690209696346,0.218654066406526,24,0.172180435089114,0.189888077091246,/
0.0141687383054652,0.907693397031434,0.907693397031434,0.456150140389665,13,0.0171680635138934,2.30610325198334,/
0.0180619408828157,0.908541837365075,0.908541837365075,0.183311851394784,18,0.0658706931879910,0.214902910557693,/
0.0198121178937721,1.02249640395655,1.02249640395655,0.188286861977012,19,0.0287607044210554,0.252680142820863,/
0.0194418011889652,0.945257382152711,0.945257382152711,0.195038308360388,23,0.0548839599675641,0.205804513205999,/
0.0165367639778504,1.02596014852322,1.02596014852322,0.389631157399432,13,0.0520357369538798,0.496269695788714,/
0.0189697361425355,0.911501533233683,0.911501533233683,0.194669853019954,19,0.0995547025594759,0.209941696231712,/
